language,row_index,method,label_idx,token_count,naopc,elapsed_time_seconds,text_snippet
afr,4,marginalization,0,14,0.36681191570143445,5.9342,En sy het hom gerusgestel en v...
afr,4,plex,0,14,0.3994832221257341,5.1072,En sy het hom gerusgestel en v...
afr,5,loo,3,14,0.22601664012647213,1.4635,Een van die plaaswerker-ontwik...
afr,5,shap,3,14,0.22601664012647213,9.518,Een van die plaaswerker-ontwik...
afr,5,lime,3,14,0.22601664012647213,234.2081,Een van die plaaswerker-ontwik...
afr,5,marginalization,3,14,0.1994974867014466,6.0445,Een van die plaaswerker-ontwik...
afr,5,plex,3,14,0.27419402483772015,5.4443,Een van die plaaswerker-ontwik...
afr,6,loo,0,13,0.35212006821116504,1.345,Daar is geen regverdiging vir ...
afr,6,shap,0,13,0.41598947253384316,6.8734,Daar is geen regverdiging vir ...
afr,6,lime,0,13,0.35212006821116504,241.8232,Daar is geen regverdiging vir ...
afr,6,marginalization,0,13,0.3138616850678893,5.7107,Daar is geen regverdiging vir ...
afr,6,plex,0,13,0.3544167461439076,5.1265,Daar is geen regverdiging vir ...
afr,7,loo,0,9,0.12836856735377153,0.9284,Minister Dowry het hierdie for...
afr,7,shap,0,9,0.14392927876431377,3.5979,Minister Dowry het hierdie for...
afr,7,lime,0,9,0.12836856735377153,226.2747,Minister Dowry het hierdie for...
afr,7,marginalization,0,9,0.12693473127683846,3.9341,Minister Dowry het hierdie for...
afr,7,plex,0,9,0.14393885150545038,3.5847,Minister Dowry het hierdie for...
afr,8,loo,0,23,0.23567320401933037,2.6775,Dit wil sê as hier hopelik nie...
afr,8,shap,0,23,0.26349822820913177,23.6552,Dit wil sê as hier hopelik nie...
afr,8,lime,0,23,0.23567320401933037,254.0342,Dit wil sê as hier hopelik nie...
afr,8,marginalization,0,23,0.2728009551005604,10.8845,Dit wil sê as hier hopelik nie...
afr,8,plex,0,23,0.279870946486921,9.8183,Dit wil sê as hier hopelik nie...
afr,9,loo,0,17,0.16466742167205164,1.7779,Die algemene verwagting is byv...
afr,9,shap,0,17,0.15390538904534848,11.6625,Die algemene verwagting is byv...
afr,9,lime,0,17,0.16466742167205164,247.4193,Die algemene verwagting is byv...
afr,9,marginalization,0,17,0.20798338673724703,7.8394,Die algemene verwagting is byv...
afr,9,plex,0,17,0.2089087479337238,6.8823,Die algemene verwagting is byv...
afr,10,loo,3,16,0.4631607176198635,1.7583,Dit is merkwaardig dat die hel...
afr,10,shap,3,16,0.44444317267382116,10.0485,Dit is merkwaardig dat die hel...
afr,10,lime,3,16,0.4631607176198635,241.6414,Dit is merkwaardig dat die hel...
afr,10,marginalization,3,16,0.3038613614630727,7.3163,Dit is merkwaardig dat die hel...
afr,10,plex,3,16,0.5345975032837871,6.5372,Dit is merkwaardig dat die hel...
afr,11,loo,3,22,0.4480729311458141,2.3161,Dit sal ons in staat stel om a...
afr,11,shap,3,22,0.49931542032840176,20.3052,Dit sal ons in staat stel om a...
afr,11,lime,3,22,0.4480729311458141,248.9296,Dit sal ons in staat stel om a...
afr,11,marginalization,3,22,0.3957424712216665,10.2754,Dit sal ons in staat stel om a...
afr,11,plex,3,22,0.34919817400459463,9.1771,Dit sal ons in staat stel om a...
afr,12,loo,3,19,0.26763785005340934,2.0601,In aansluiting daarby het hy s...
afr,12,shap,3,19,0.422065129331239,15.3896,In aansluiting daarby het hy s...
afr,12,lime,3,19,0.26763785005340934,248.3127,In aansluiting daarby het hy s...
afr,12,marginalization,3,19,0.2696584567002894,8.8653,In aansluiting daarby het hy s...
afr,12,plex,3,19,0.4012484871388133,7.7866,In aansluiting daarby het hy s...
afr,13,loo,0,21,0.3263343388709623,2.3348,Die rede hoekom ek hulle noem ...
afr,13,shap,0,21,0.3263343388709623,21.6801,Die rede hoekom ek hulle noem ...
afr,13,lime,0,21,0.3263343388709623,247.83,Die rede hoekom ek hulle noem ...
afr,13,marginalization,0,21,0.128957176488759,9.9066,Die rede hoekom ek hulle noem ...
afr,13,plex,0,21,0.273812925038915,8.5994,Die rede hoekom ek hulle noem ...
afr,14,loo,3,17,0.31133669716448703,1.8662,Andersyds baar die onttrekking...
afr,14,shap,3,17,0.376644829537052,11.8112,Andersyds baar die onttrekking...
afr,14,lime,3,17,0.31133669716448703,242.1339,Andersyds baar die onttrekking...
afr,14,marginalization,3,17,0.16076046584180045,7.8181,Andersyds baar die onttrekking...
afr,14,plex,3,17,0.29475848703837065,6.9439,Andersyds baar die onttrekking...
afr,15,loo,3,19,0.3934934138335599,1.9793,"Hierdie komitee sal, onder and..."
afr,15,shap,3,19,0.27977403844351323,14.9268,"Hierdie komitee sal, onder and..."
afr,15,lime,3,19,0.3934934138335599,241.8852,"Hierdie komitee sal, onder and..."
afr,15,marginalization,3,19,0.42525660259093234,8.8327,"Hierdie komitee sal, onder and..."
afr,15,plex,3,19,0.4335885490813016,7.9397,"Hierdie komitee sal, onder and..."
afr,16,loo,0,18,0.3174182056353315,1.8629,Sy bestuur haar departement ui...
afr,16,shap,0,18,0.4036282849955292,12.8366,Sy bestuur haar departement ui...
afr,16,lime,0,18,0.3174182056353315,236.7326,Sy bestuur haar departement ui...
afr,16,marginalization,0,18,0.3923368249613333,7.8232,Sy bestuur haar departement ui...
afr,16,plex,0,18,0.3489310045590217,6.9044,Sy bestuur haar departement ui...
afr,17,loo,0,12,0.28560775925119813,1.2277,Die volle impak van hierdie te...
afr,17,shap,0,12,0.3074422433409548,5.9145,Die volle impak van hierdie te...
afr,17,lime,0,12,0.28560775925119813,230.5064,Die volle impak van hierdie te...
afr,17,marginalization,0,12,0.28655960445847073,5.0653,Die volle impak van hierdie te...
afr,17,plex,0,12,0.25610895652989535,4.5242,Die volle impak van hierdie te...
afr,18,loo,0,7,0.4307649401393223,0.7964,"Haar jonger sussie, Erna, was ..."
afr,18,shap,0,7,0.42617127986443865,2.2255,"Haar jonger sussie, Erna, was ..."
afr,18,lime,0,7,0.4307649401393223,213.7417,"Haar jonger sussie, Erna, was ..."
afr,18,marginalization,0,7,0.41701443457214005,3.1485,"Haar jonger sussie, Erna, was ..."
afr,18,plex,0,7,0.34934943986467953,2.8819,"Haar jonger sussie, Erna, was ..."
afr,19,loo,0,20,0.35361119403332714,2.1009,Ons mikpunt is dat 60% van hui...
afr,19,shap,0,20,0.2576542466027195,16.732,Ons mikpunt is dat 60% van hui...
afr,19,lime,0,20,0.35361119403332714,246.4493,Ons mikpunt is dat 60% van hui...
afr,19,marginalization,0,20,0.31431251229947604,9.0615,Ons mikpunt is dat 60% van hui...
afr,19,plex,0,20,0.303106956676721,8.0265,Ons mikpunt is dat 60% van hui...
