language,row_index,method,label_idx,token_count,naopc,elapsed_time_seconds,text_snippet
eng,13,lime,0,19,0.3844015717127399,225.0521,i probably washed my hands abo...
eng,13,marginalization,0,19,0.31459564697729825,7.6549,i probably washed my hands abo...
eng,13,plex,0,19,0.39645908833121835,6.7025,i probably washed my hands abo...
eng,14,loo,0,23,0.38187601036936586,2.2348,=;; I was using a boxcutter to...
eng,14,shap,0,23,0.39719253724957393,19.9418,=;; I was using a boxcutter to...
eng,14,lime,0,23,0.38187601036936586,227.0878,=;; I was using a boxcutter to...
eng,14,marginalization,0,23,0.3984497038015067,9.5304,=;; I was using a boxcutter to...
eng,14,plex,0,23,0.3730639231996123,8.5538,=;; I was using a boxcutter to...
eng,15,loo,3,12,0.45174595075471075,1.1697,"Sebastian loved his job, but a..."
eng,15,shap,3,12,0.45174595075471075,7.4535,"Sebastian loved his job, but a..."
eng,15,lime,3,12,0.45174595075471075,216.9951,"Sebastian loved his job, but a..."
eng,15,marginalization,3,12,0.30071837546027747,4.7733,"Sebastian loved his job, but a..."
eng,15,plex,3,12,0.31358038279254163,4.1557,"Sebastian loved his job, but a..."
eng,16,loo,0,12,0.3705547095517661,1.1947,Got forcibly taken to the hosp...
eng,16,shap,0,12,0.15966098159154868,5.6398,Got forcibly taken to the hosp...
eng,16,lime,0,12,0.3705547095517661,216.1335,Got forcibly taken to the hosp...
eng,16,marginalization,0,12,0.43300506040442177,4.775,Got forcibly taken to the hosp...
eng,16,plex,0,12,0.4120688619226814,4.2417,Got forcibly taken to the hosp...
eng,17,loo,0,15,0.39287920352759464,1.45,Every time I swiped for it it ...
eng,17,shap,0,15,0.39533985140361877,8.8421,Every time I swiped for it it ...
eng,17,lime,0,15,0.39287920352759464,219.7254,Every time I swiped for it it ...
eng,17,marginalization,0,15,0.41055405874108836,6.0539,Every time I swiped for it it ...
eng,17,plex,0,15,0.3899663647867599,5.4671,Every time I swiped for it it ...
eng,18,loo,0,9,0.49542870087542873,0.8822,I stopped rising about two fee...
eng,18,shap,0,9,0.41283497606779695,3.2076,I stopped rising about two fee...
eng,18,lime,0,9,0.49542870087542873,210.8267,I stopped rising about two fee...
eng,18,marginalization,0,9,0.42064669124370396,3.751,I stopped rising about two fee...
eng,18,plex,0,9,0.5044412097647855,3.316,I stopped rising about two fee...
eng,19,loo,0,22,0.4395641306961919,2.1215,I am trying to shrug it off as...
eng,19,shap,0,22,0.30859756057658927,19.2145,I am trying to shrug it off as...
eng,19,lime,0,22,0.4395641306961919,226.0592,I am trying to shrug it off as...
eng,19,marginalization,0,22,0.2130326218426045,9.1286,I am trying to shrug it off as...
eng,19,plex,0,22,0.4693629659623665,8.0659,I am trying to shrug it off as...
